,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
2342,鹿之子温泉かのこの湯,1,0,男性専用,100,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2343,展望風呂『風(フー)の湯』,7,23,対象：男女,90,18.2,88,18.2,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2344,大阪の温泉旅館 伏尾温泉 不死王閣,1,4,男性専用,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2345,湯あそびひろば 6・3の湯,13,80,対象：男女,90,15,84,16,ok,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2346,SAUNA & SPA 花の湯 花北,1,4,対象：男女,?,?,90,18,-,-,-,-,-,ng,ng,ng,ng,ok,ng,-
2347,梅湯,1,1,対象：男女,108,16,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2348,笑福の湯,10,22,対象：男女,90,17.5,90,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
2349,はつらつの湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2350,高槻新温泉,1,3,対象：男女,60,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2351,錦温泉,2,8,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2352,北神戸ぽかぽか温泉,1,3,対象：男女,80,18,82,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2353,コナミスポーツクラブ高槻,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2354,天然温泉クア・ガーデン,0,1,対象：男女,85,22,85,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2355,千代田温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2356,バーデハウス大沢温泉,2,3,対象：男女,92,17,90,17,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
2357,明和温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2358,湯ったりハウス,0,11,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2359,大江戸温泉物語 箕面観光ホテル 箕面温泉スパーガーデン,2,4,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2360,コナミスポーツクラブ姫路中央,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2361,望月プラザ(もりの湯),0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2362,上方温泉一休京都本館,2,8,対象：男女,89,22,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2363,憩いの湯,3,1,対象：-,95,-,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
2364,高槻市立ひかり湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2365,コナミスポーツクラブ川西,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2366,五月湯,0,4,対象：男女,90,20,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
2367,天然温泉白鷺の湯ドーミーイン姫路,3,9,対象：男女,92,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2368,森の湯,5,7,対象：男女,96,18,95,18,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
2369,くれは湯,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2370,城南温泉,3,6,対象：男女,96,15,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
2371,白雲谷温泉ゆぴか,2,5,対象：男女,?,?,90,18,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
2372,コナミスポーツクラブ北千里,0,0,男性専用,84,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2373,宝乃湯,4,18,対象：男女,75,16.9,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2374,NESTA RESORT KOBE ホテル ザ・パヴォーネ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2375,懐かしの自然湯 熱川温泉一柳閣,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2376,癒楽,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2377,ホテル竹島,1,1,対象：男女,98,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2378,東急スポーツオアシス茨木24Plus|24時間営業ジム,0,0,対象：男女,90,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2379,和気鵜飼谷温泉,0,0,対象：男女,100,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2380,国民宿舎 奥浜名湖,1,2,男性専用,90,23,80,22,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ng,-
2381,蒲郡温泉 がまの湯,1,17,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2382,ひがきホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2383,ナチュールスパ宝塚,0,0,対象：男女,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2384,ホテル明山荘,1,2,対象：男女,96,18,?,?,ng,ng,ng,ok,ng,ok,-,-,-,-,-,-
2385,天然温泉 ラグーナの湯,1,2,男性専用,65,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2386,共栄温泉,0,2,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2387,スパバレイ枚方南,0,2,対象：男女,85,17.5,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2388,道の駅(海の駅) あいおい白龍城,1,1,対象：男女,86,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2389,スーパー銭湯花の湯飾磨店,1,3,対象：男女,80,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2390,コロナの湯 豊川店,2,8,女性専用,98,15,87,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
2391,有馬温泉 元湯 古泉閣,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2392,有馬グランドホテル ゆらり,0,1,対象：男女,84,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2393,歴史探訪 有馬温泉 太閤の湯,3,9,対象：男女,83,20,80,18.5,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2394,メープル有馬,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2395,竹乃湯温泉,0,2,対象：男女,?,?,90,20,-,-,-,-,-,ng,ng,ng,ok,ok,ng,-
2396,月光園 鴻朧館,0,1,対象：男女,85,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2397,伊豆稲取スポーツヴィラ,0,4,対象：男女,76,-,76,-,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
2398,コナミスポーツクラブ香里ケ丘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2399,天然温泉湯庵,2,11,対象：男女,96,19,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2400,堂ヶ島ニュー銀水,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2401,鹿之子温泉からとの湯,0,11,対象：男女,92,20,90,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2402,幸福温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2403,ヘルシーバス千里丘,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2404,橘温泉,0,3,対象：男女,92,-,-,-,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2405,KONAMI 香里園,0,0,対象：-,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2406,力湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2407,島ヶ原温泉やぶっちゃ,0,1,対象：男女,82,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2408,ホテルリステル浜名湖,1,0,対象：男女,95,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2409,「ふらっと」ふれあいセンター,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2410,ドーミーインEXPRESS掛川,2,2,対象：男女,92,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2411,みのたにグリーンスポーツホテル 銀河の湯,1,2,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2412,千成温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2413,コナミスポーツクラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2414,浜の湯,0,0,対象：男女,92,20,102,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2415,コナミスポーツクラブ江坂,1,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2416,ホテル東海園,1,1,対象：男女,106,21,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2417,稲取銀水荘,0,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2418,極楽湯 津店,2,96,対象：男女,90,17,88,15.4,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2419,東伊豆 稲取温泉 いなとり荘,0,0,対象：男女,108,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2420,稲取東海ホテル湯苑,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2421,石花海,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2422,コナミスポーツクラブ寝屋川,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2423,遊湯の里,7,50,対象：男女,90,16,95,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2424,千代の湯,1,1,対象：男女,93,19,?,?,ok,ng,ng,ng,ng,ng,-,-,-,-,-,-
2425,福助温泉,3,3,対象：男女,92,15,-,17,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
2426,時わすれ開華亭,0,0,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2427,星野リゾート 界 遠州,1,1,対象：男女,70,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2428,木津川市共同浴場やすらぎの湯,0,1,対象：男女,112,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2429,ホテルクライトン江坂,0,1,対象：男女,92,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2430,岡山空港温泉レスパール藤ヶ鳴,0,6,対象：男女,90,20,65,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2431,極楽温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2432,踊り子温泉会館,0,2,対象：男女,95,20,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2433,東急スポーツオアシス江坂24Plus|24時間営業ジム,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2434,わかさぎ温泉笠置いこいの館,0,4,対象：男女,88,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2435,渋谷区立 河津さくらの里しぶや,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2436,ヒルホテル サンピア伊賀 芭蕉の湯,4,21,対象：男女,88,15,50,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2437,愛らんどセンター御神火温泉,8,7,対象：男女,90,18,90,-,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ok,-
2438,癒しの里 伊賀の湯,3,68,対象：男女,90,18,86,18,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
2439,温泉七福,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2440,伊豆 今井浜温泉 今井荘,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2441,たかみや湯の森,2,3,対象：男女,91,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2442,天然温泉 満月,20,67,対象：男女,89,16,92,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2443,三宝湯,1,1,対象：男女,110,16,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2444,コナミスポーツクラブ東加古川,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2445,レイクフォレストリゾート,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2446,豊南温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2447,日の本湯,2,7,対象：男女,80,19,80,19,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng,ok
2448,新町温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2449,コナミスポーツクラブ上新庄,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2450,大一温泉,0,1,男性専用,80,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2451,夢の公衆浴場 五色,35,157,対象：男女,98,15,96,15,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2452,畷の里温泉,2,5,対象：男女,90,19.5,86,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2453,みやの湯,0,3,男性専用,90,16,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2454,新庄温泉,0,5,対象：-,88,18,80,20,ng,ng,ng,ng,ng,ok,ng,ng,ng,ok,ng,ok
2455,協和温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2456,新菊水温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2457,皆様温泉,1,1,対象：男女,90,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2458,芦乃湯会館,1,11,対象：男女,110,18,-,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2459,双葉温泉,3,10,対象：男女,82,19,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
2460,サウナピア,50,86,男性専用,105,16,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2461,淀川温泉,1,2,対象：男女,94,16,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
2462,コナミスポーツクラブ古川橋,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2463,ふくずみ温泉,1,2,対象：男女,100,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2464,常盤温泉,1,3,男性専用,85,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2465,赤穂パークホテル,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2466,青山温泉,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2467,田原温泉5000年風呂,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2468,【閉店】名月温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2469,稲葉湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2470,メガロス浜松市野,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2471,磐田グランドホテル 天神の湯,0,1,対象：男女,-,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2472,ナショナル温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2473,桃太郎温泉一湯館,1,3,対象：男女,90,22,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2474,浜松温泉 喜多の湯,3,58,対象：男女,86,16.4,-,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2475,コナミスポーツクラブ新大阪,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2476,さがら子生れ温泉会館,7,32,対象：男女,90,20,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2477,皆様温泉,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2478,すずらんの湯,8,2,対象：男女,?,?,95,18,-,-,-,-,-,ng,ng,ng,ok,ng,ng,-
2479,七松温泉,0,0,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2480,コミカ温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2481,コナミスポーツクラブ守口,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2482,天然温泉けやきの湯ドーミーイン津,1,2,男性専用,93,16,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
2483,南知多観光ホテル大新,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2484,和合の湯,12,103,対象：男女,90,17,90,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2485,ひなたの湯,32,39,対象：男女,84,17,85,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2486,大和温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2487,神崎温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2488,湯あそびひろば森温泉,6,36,対象：男女,80,16.9,90,17,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2489,浜田温泉 甲子園旭泉の湯,3,8,対象：男女,83,18,75,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2490,新小春温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2491,みよし湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2492,大宮温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2493,絶景露天風呂の宿 銀波荘,0,1,対象：男女,78,22,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
2494,銀座温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2495,清滝温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2496,梅月温泉,0,1,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2497,神田温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2498,湯あそびひろば 3・8ハウス 尼崎中央温泉,1,0,対象：男女,75,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2499,竹仙湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2500,芸北オークガーデン,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2501,宝湯,4,13,対象：男女,?,?,89,18,-,-,-,-,-,ng,ng,ng,ng,ok,-,-
2502,コナミスポーツクラブ本山南,0,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
2503,東洋温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2504,海栄館 鯱亭,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2505,幸湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2506,東急スポーツオアシス住吉店|フィットネスクラブ・ジム,0,0,対象：-,60,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2507,春日湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2508,関西サウナ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2509,湯快のゆ 門真店,3,16,対象：男女,90,17.5,95,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
2510,ゆららの湯 押熊店,1,6,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
2511,大和温泉,3,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2512,ゆ～もあらんど福栄,4,3,対象：男女,92,18,92,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
2513,八丁温泉,1,1,男性専用,90,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2514,おとめ塚温泉,4,10,対象：男女,92,17.3,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2515,ことぶき整骨院,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2516,灘温泉水道筋店,16,16,対象：男女,89,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
2517,梅の郷月ヶ瀬温泉,0,1,対象：男女,88,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2518,灘温泉 六甲道店,5,8,対象：男女,90,20,90,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2519,第二栄温泉・photoゆ,1,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2520,天六温泉,7,4,対象：男女,82.5,17,92,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
2521,大内温泉,1,2,対象：男女,87,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2522,パレス温泉,1,1,対象：男女,82,17,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
2523,戎湯,1,5,対象：男女,88,18,80,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
2524,水晶湯,0,0,対象：男女,?,?,-,25,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
2525,コナミスポーツクラブ学園前,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2526,しあわせの村,2,2,対象：-,86,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2527,扇温泉,3,16,対象：男女,85,18,?,?,ng,ok,ng,ng,ok,ng,-,-,-,-,-,ng
2528,葉村温泉,6,10,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2529,楽天地温泉,14,21,対象：男女,101,20,98,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
2530,浜名湖ロイヤルホテル,0,1,対象：男女,80,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2531,観音温泉 プリンシプル,0,1,対象：男女,83,-,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
2532,寿温泉,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2533,クラブ温泉,1,3,対象：男女,72,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2534,灘浜ガーデンバーデン,1,3,対象：男女,94,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2535,東急スポーツオアシス住道24Plus|24時間営業ジム,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2536,稲荷山健康センター,8,12,女性専用,96,18.5,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
2537,大東洋レディススパ,38,25,女性専用,-,24,88,17,ng,ng,ng,ng,ok,ng,ok,ng,ng,ng,ok,ng
2538,山水温泉,1,1,対象：男女,80,15,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2539,阪奈カントリークラブ,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2540,銭湯朝日湯,1,1,対象：男女,96,21.5,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2541,菊の湯,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2542,宮方温泉,1,1,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2543,ニュージャパン 梅田店,165,232,男性専用,82,14.1,70,18,ok,ng,ng,ok,ok,ok,-,-,-,-,-,-
2544,ゆーでるらんど,1,3,対象：-,100,17,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
2545,生駒山麓公園ふれあいセンター,0,0,対象：男女,80,-,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2546,帝国ホテル大阪,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2547,パール新温泉,0,1,対象：男女,-,-,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
2548,紅梅温泉,7,15,対象：男女,92,19,-,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
2549,ヒルトン大阪,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2550,神戸クアハウス,143,209,対象：男女,98,20.4,70,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok
2551,ユートピア白玉温泉,17,31,対象：男女,90,16,74,16,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
2552,ジョイフル銭湯にしき,2,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
2553,二宮温泉,8,6,対象：男女,95,18,-,-,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
2554,東急スポーツオアシス梅田店|フィットネスクラブ・ジム,0,0,対象：男女,85,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2555,湯迫温泉 健康村/白雲閣,0,2,対象：男女,86,18,95,26,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
2556,テフ,9,5,女性専用,?,?,80,14,-,-,-,-,-,ng,ng,ng,ng,ng,ng,-
2557,ホテル阪神,50,96,対象：男女,87,14,85,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok,ng
2558,堂島川温泉天神の湯ドーミーイン梅田東,2,16,対象：男女,92,17,90,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2559,コナミスポーツクラブ京橋,0,0,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2560,光信寺の湯 ゆっくら,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2561,湯～モアリゾート 太山寺温泉なでしこの湯,2,5,対象：男女,90,24,40,24,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2562,コナミスポーツクラブ生駒,0,0,対象：-,?,?,?,?,-,-,-,-,-,-,-,-,-,-,-,-
2563,ホテルモントレ ラ・スール大阪 スパ･トリニテ,14,16,対象：男女,92,16,92,16,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
2564,コナミスポーツクラブ三宮,0,1,対象：男女,91,-,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
2565,宝栄湯,1,0,対象：-,92,21,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
2566,神戸レディススパ,45,40,女性専用,?,?,85,18,-,-,-,-,-,ok,ng,ng,ok,ok,ng,-
