,サウナ名,イキタイ,サ活,target,男サウナ,男水風呂,女サウナ,女水風呂,男ロウリュ,男オート,男セルフ,男外気浴,男休憩,男イオン,女ロウリュ,女オート,女セルフ,女外気浴,女休憩,女イオン
1637,丸正浴場,8,4,対象：男女,90,25,88,25,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1638,京王高尾山温泉 極楽湯,31,85,対象：男女,87,17.8,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1639,大蔵第二運動場,0,0,対象：-,90,22,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1641,永山健康ランド 竹取の湯,30,46,対象：男女,94,18,80,19,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
1643,子宝の湯,4,4,対象：男女,89,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1644,ビバークランド,1,7,男性専用,92,17,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1646,ももの里温泉,2,4,対象：男女,100,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1648,月光泉,15,24,対象：男女,54,20,56,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1650,遊・湯ふれあい公園,2,5,対象：男女,108,17.7,100,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1651,湯快爽快『湯けむり横丁』みはま,11,39,対象：男女,85,17.3,85,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1652,天然温泉HealthySPAサンロード,5,24,対象：男女,82,24,70,19,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ok,ok
1653,武蔵小山温泉 清水湯,193,400,対象：男女,90,20,86,22,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1654,スポーツクラブNAS大崎,1,7,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1656,信州まつかわ温泉 清流苑,3,38,対象：男女,84,23,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1657,お台場 大江戸温泉物語,28,62,対象：男女,90,18,78,20,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
1659,宮城湯,72,83,対象：男女,90,17,104,16,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1660,かすみ・矢田川温泉,0,4,男性専用,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1661,フィットネスクラブ アトリオドゥーエ二子玉川,3,22,対象：男女,90,18.7,82,17.5,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1662,錦湯,4,6,対象：男女,82,30,-,27,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1663,みどり湯,36,69,対象：男女,98,27.5,87,22,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1664,コナミスポーツクラブ 本店,3,13,対象：男女,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1665,コナミスポーツクラブ自由が丘駅前,0,73,対象：男女,92,17,90,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1666,カプセルホテル ザ・イン,2,10,男性専用,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1667,金春湯 大崎,312,609,対象：男女,92,23,85,20,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1668,八幡湯,10,12,対象：男女,95,19,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1669,メガロス中延,0,16,対象：男女,90,18.1,90,19,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1670,松の湯,81,116,対象：男女,94,20,85,25,ng,ok,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1672,末広湯,10,11,対象：男女,94,25,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1673,松葉浴場,10,10,対象：男女,90,20,80,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
1674,さがみ湖温泉 うるり,8,13,対象：男女,92,18,90,14,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1675,新生湯,43,76,対象：男女,92,22,88,24,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1676,野天湯元 湯快爽快 くりひら,16,34,対象：男女,86,18,90,17.5,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1677,ピース湯,11,15,対象：男女,84,21,80,26,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1679,稲荷湯,9,36,対象：男女,92,23,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1680,蘇我 大和湯,0,1,対象：男女,94,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1681,湯の郷ほのか 蘇我店,15,30,対象：男女,60,20,90,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
1682,東急スポーツオアシス 雪谷24Plus店,0,1,対象：男女,92,17,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1683,宮前平源泉 湯けむりの庄,146,209,対象：男女,90,17.5,89,18,ok,ng,ng,ok,ok,ok,ok,ng,ng,ok,ok,ok
1684,バーデンプレイス,19,12,対象：男女,92,20,100,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1686,カプセルホテル・サウナみづほ,54,113,男性専用,100,15,50,16,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1687,寺尾の湯,1,2,対象：男女,80,29,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1688,天然温泉 平和島,83,107,対象：男女,80,20,50,20,ok,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1689,相模・下九沢温泉 湯楽の里,7,24,対象：男女,80,17.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1690,千年温泉,33,32,対象：男女,78,19.4,80,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1692,ドーミーイン千葉City Soga(旧ドーミーイン蘇我),1,1,対象：-,100,13,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1693,秋山温泉,52,36,対象：男女,70,20,78,12,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1694,COCOFURO ますの湯,96,55,対象：男女,105,18,100,19,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1695,コナミスポーツクラブたまプラーザ,0,2,対象：男女,92,18.8,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1696,小野小町温泉,0,1,対象：男女,90,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1699,スーパー銭湯白旗,6,5,対象：男女,96,17,90,20,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1700,第二天狗湯,9,10,対象：男女,88,23,90,19,ng,ng,ng,ok,ng,-,ng,ng,ng,ok,ng,-
1703,コナミスポーツクラブ武蔵小杉,0,182,対象：男女,88,20,?,?,ng,ng,ng,ng,ok,ok,-,-,-,-,-,-
1704,たちばな温泉たちばな湯,3,1,対象：男女,90,28,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1705,コナミスポーツクラブ大森町,1,10,対象：男女,90,17,90,17,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1707,まほらの湯,3,5,対象：男女,112,20,94,23,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1709,都湯,4,2,対象：男女,94,21,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1711,みたまの湯,12,31,対象：男女,94,24,90,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1712,はすぬま温泉,54,53,対象：男女,84,26,86,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1713,草津湯,21,31,対象：男女,80,19,80,19,ng,ng,ng,ok,ok,ng,ng,ok,ng,ng,ng,ng
1714,黒湯の温泉 ゆ〜シティー蒲田,27,29,対象：男女,100,24,96,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1715,新田浴場,8,3,対象：男女,77,20,74,19.5,ng,ng,ng,ng,ok,-,ng,ng,ng,ng,ng,-
1716,橘湯,18,23,対象：男女,90,17,90,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ok,ng
1717,ガーデンサウナ・蒲田,26,69,男性専用,98,25,77,18,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1718,中央市シルク工芸館ふれあい館,1,6,対象：男女,90,23,100,20,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1719,東急スポーツオアシス多摩川店,0,0,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1721,天神湯,13,24,対象：-,108,20,100,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1722,健康ランド&ホテルスターらんど,11,23,対象：男女,101,14,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1723,天橋立温泉 天橋立ホテル,0,1,対象：男女,88,17,50,-,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1724,幸の湯,10,5,対象：男女,100,25,108,27,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1726,蒲田温泉,37,38,対象：男女,90,10,110,30,ng,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok
1728,越の湯,11,3,対象：男女,102,17,102,17,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1729,ヌーランドさがみ湯,49,112,対象：男女,90,17,80,14,ng,ng,ng,ok,ng,ok,ng,ng,ng,ng,ng,ok
1734,信州たかもり温泉 御大の館,1,12,対象：男女,90,23,90,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ng,ng
1735,いやしの湯,2,3,対象：男女,90,28,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1737,メガロスクロス町田24店,0,0,対象：男女,90,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1739,照の湯,6,15,対象：男女,90,24,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1740,さかいポートサウナ,2,3,対象：男女,100,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1741,天然温泉 境港 夕凪の湯 御宿 野乃,10,7,対象：男女,98,6,86,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1743,志楽の湯,59,67,対象：男女,90,14,-,-,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1744,富士乃湯,11,38,対象：男女,88,18,80,21,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng
1746,矢向湯,13,9,対象：男女,108,21,110,25,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1747,冨士の湯,4,4,対象：男女,90,18,90,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1748,薬湯市原店,16,47,対象：男女,92,18,90,18,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok
1749,道志川温泉紅椿の湯,1,2,対象：男女,86,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1750,コナミスポーツクラブ川崎,1,9,対象：男女,90,19,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1753,甲府市上九の湯ふれあいセンター,1,1,対象：男女,92,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1754,日の出おふろセンター(大師サウナコース),9,6,男性専用,100,15,-,21.5,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1756,中島湯,5,21,対象：男女,84,17.5,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1757,レックスイン川崎,30,67,男性専用,98,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1758,川崎ビッグ,43,146,男性専用,100,20,85,26,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1759,政之湯,4,14,対象：男女,85,16,80,23,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1761,かまぶろ温泉,3,2,対象：男女,90,18,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1762,スパ リブール ヨコハマ,41,40,対象：男女,85,17,78,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1763,みさき屋ともの湯,3,2,対象：男女,90,21,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1765,ヨコヤマ・ユーランド鶴見,419,940,対象：男女,94,10,82,10,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1766,鹿島多久の湯,1,1,対象：男女,72,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1767,砂払温泉,0,5,対象：男女,90,20,88,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1771,星乃湯,5,2,男性専用,80,19,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1772,平安湯,2,6,対象：男女,100,27,90,24,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1774,風のテラスkukuna,2,1,対象：男女,85,16.5,55,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1775,福美湯,117,300,対象：男女,85,14,88,15,ng,ok,ng,ok,ok,ok,ng,ok,ng,ok,ng,ok
1779,中津川温泉 クアリゾート湯舟沢,0,4,対象：男女,90,20,90,20,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1780,かじかの湯,4,9,対象：男女,108,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1781,新横浜フジビューホテル,4,5,対象：男女,91,21,88,25,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1783,富士西湖温泉 いずみの湯,3,9,男性専用,90,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1786,野天湯元 湯快爽快 ざま,9,25,対象：男女,92,16.5,84,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1788,殿岡温泉 湯元 湯～眠,0,4,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1789,神鍋温泉ゆとろぎ,1,2,対象：男女,84.2,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1793,朝日湯,9,21,対象：男女,92,19,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1794,鳥取ぽかぽか温泉,2,9,対象：男女,85,17,83,18,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1795,おふろの王様 瀬谷店,6,39,対象：男女,90,19.3,75,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1796,ホテルモナーク鳥取,2,4,男性専用,90,17,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1797,メガロス神奈川,0,0,対象：男女,85,20,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1799,鷲の湯,22,40,対象：男女,82,18,83,21,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ng,ok
1800,河口湖 ホテル 桜庵,83,192,対象：男女,93,14,86,16,ng,ng,ok,ok,ok,ng,ng,ng,ng,ok,ok,ng
1801,ふじやま温泉,9,18,対象：男女,90,22,82,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1802,徳の湯,50,89,対象：男女,93,21,94,18,ng,ng,ng,ok,ok,ok,ng,ng,ng,ok,ok,ok
1806,リゾートイン芙蓉 河口湖インター店,1,5,対象：男女,94,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1809,反町浴場,8,31,対象：男女,105,18,88,19,ng,ng,ng,ok,ok,-,ng,ng,ng,ok,ok,-
1810,清川村ふれあいセンター 別所の湯,21,14,対象：男女,87,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1811,INSPA横浜,5,7,対象：男女,45,20,50,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1816,スパイアス,118,144,対象：男女,80,16,84,18,ok,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1821,おふろの王様 海老名店,10,15,対象：男女,94,18,85,18,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1822,【閉店】サウナ25,2,2,対象：男女,90,16,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1825,天然温泉 湯花楽厚木,7,6,対象：-,46.5,18.5,-,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1826,皆生温泉 かいけ彩朝楽,0,0,男性専用,90,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1829,皆生温泉 汐の湯,1,6,対象：男女,90,20,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1834,ラピスパ,14,12,対象：男女,90,19,90,18,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1836,ゆったりーな昼神,2,5,対象：男女,90,15,90,17,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ok,ng
1838,おーゆ・ランド,3,3,対象：男女,85,18,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1840,横浜ロイヤルパークホテル ランドマークフィットネスクラブ,2,1,対象：男女,92,17,92,-,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ok,ng
1843,白鳳の里 淀江ゆめ温泉,11,10,対象：男女,106,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1854,割烹温泉ゆらり,1,3,対象：男女,80,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1855,利世館,10,8,対象：男女,94,20,-,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1856,アーバン スパ,2,8,対象：男女,93,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,ng
1858,永楽湯,13,11,対象：男女,90,14.7,90,17,ng,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng
1861,山中湖平野温泉・石割の湯,3,3,対象：男女,92,25,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1862,中村浴場,1,3,対象：男女,82,26,80,18,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1863,ビジネスホテル ルート9,0,3,男性専用,90,19,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1864,潮の香の湯宿浜紫,0,1,対象：男女,90,30,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1865,中島館,11,35,対象：男女,90,20,88,24.5,ng,ng,ng,ng,ok,ng,ng,ng,ng,ok,ok,ng
1868,龍宮城スパホテル三日月,2,5,対象：男女,85,25,?,?,ng,ng,ng,ng,ng,-,-,-,-,-,-,-
1872,池田温泉本館,3,6,対象：男女,85,24,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1875,極楽湯 横浜芹が谷店,9,38,対象：男女,80,15.3,80,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1876,ガント,36,82,男性専用,88,15,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1879,渓泉閣,0,1,男性専用,91,24,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1880,天然温泉金華の湯ドーミーイン岐阜駅前,1,8,対象：男女,95,17,88,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1884,コナミスポーツクラブ上大岡,0,14,対象：男女,85,19,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1885,OYUGIWA,131,241,対象：男女,90,18,80,17,ok,ng,ng,ok,ok,ng,ok,ng,ng,ok,ok,ng
1887,平和湯,2,2,対象：男女,96,20,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1889,各務原温泉恵みの湯,1,1,男性専用,84,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1892,湘南台温泉 らく,29,124,対象：男女,92,17,87,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ng,ng
1895,湯処 美濃里,2,9,対象：男女,83,15,80,15,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1896,名鉄犬山ホテル,0,1,男性専用,80,23.7,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1897,天然温泉 三峰,2,2,対象：男女,80,19,80,19,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1898,六条温泉喜多の湯,1,5,対象：男女,82,15.4,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1899,岸本温泉ゆうあいパル(パルプラスオン),1,2,対象：男女,70,1,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1901,栄湯湘南館,2,0,男性専用,90,20,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1904,かずさのお風呂屋さん,1,6,男性専用,90,18.5,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1907,さぎの湯温泉 健康増進施設 夢ランドしらさぎ,0,3,対象：男女,90,20,?,?,ng,ng,ng,ng,ok,-,-,-,-,-,-,-
1908,Hotel & Resorts NAGAHAMA,1,3,対象：男女,85,17,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1909,グリーンパーク山東 美肌の湯,0,2,対象：男女,97.5,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1910,【閉店】湯乃市湘南ライフタウン店,0,0,対象：男女,90,17,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1911,秦野天然温泉 さざんか,21,26,対象：男女,89,17.4,76,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1912,須走温泉 天恵,9,13,対象：男女,90,16,?,?,ng,ng,ng,ok,ok,-,-,-,-,-,-,-
1913,湯の郷かずさ,10,13,対象：男女,95,17,82,-,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1914,大垣コロナワールド天然温泉コロナの湯大垣店,9,33,対象：男女,90,17,?,?,ok,ng,ng,ok,ok,ng,-,-,-,-,-,-
1915,コナミスポーツクラブ大垣,0,0,対象：男女,82,20,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
1916,関金温泉 せきがね湯命館,2,4,対象：男女,91,14,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1917,大垣サウナ,196,361,男性専用,114,14,?,?,ng,ng,ng,ng,ng,ok,-,-,-,-,-,-
1919,出雲駅前温泉らんぷの湯,5,8,対象：男女,97,17,85,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1920,天然温泉八雲の湯ドーミーイン出雲,4,3,対象：男女,98,17,96,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1922,サウナ・オアシス,5,7,男性専用,92,20,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1923,ひばり湯,15,24,対象：男女,80,17,75,19,ng,ng,ng,ok,ng,ng,ng,ng,ng,ng,ng,ng
1924,湘南天然温泉湯乃蔵ガーデン,7,55,対象：男女,85,17.5,75,17.9,ng,ok,ng,ok,ok,ng,ng,ok,ng,ok,ok,ng
1925,野田の湯,5,7,対象：男女,92,18,?,?,ng,ng,ng,ng,ng,ng,-,-,-,-,-,-
1926,かじかの湯,1,2,対象：男女,92,28,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1928,天風の湯,6,2,対象：男女,90,17,80,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1929,くつき温泉 てんくう,1,5,対象：男女,85,20,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
1930,シーサイド・スパ八景島,12,19,対象：男女,92,20,94,20,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1931,富士見湯,11,40,対象：男女,98,16.9,92,17.5,ng,ng,ng,ng,ok,ok,ng,ng,ng,ng,ng,ok
1934,大垣天然温泉 湯の城,8,27,対象：男女,92,15.8,80,16.4,ng,ok,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1936,土岐 よりみち温泉,2,5,対象：男女,84,15,80,15,ok,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
1938,奥香の湯,0,1,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1941,風の湯,7,15,対象：男女,78,16,80,-,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1942,あしがら温泉,1,5,対象：男女,90,22,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1943,亀遊舘,29,16,対象：男女,105,20,93,19,ng,ng,ng,ok,ok,ok,ng,ng,ng,ng,ng,ok
1945,遠山温泉郷 かぐらの湯,1,2,対象：男女,75,18,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1947,クア・メゾン四季の湯,3,17,対象：男女,85,18.5,82,17,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1948,美彩都 湯友楽,1,1,男性専用,85,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1949,四季の湯,0,1,対象：男女,85,18,?,?,ng,ng,ng,ok,ng,ng,-,-,-,-,-,-
1950,天光の湯,0,3,対象：男女,96,16,82,14.3,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1951,君津の湯,7,11,対象：男女,84,18,80,17,ng,ok,ng,ok,ok,ng,ok,ok,ng,ok,ok,ng
1952,わくわくの湯,0,1,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1953,足柄浪漫館 あしがら湯,8,10,対象：男女,95,15,94,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1954,おんりーゆー,3,3,対象：男女,74,20,?,?,ng,ok,ng,ok,ok,ng,-,-,-,-,-,-
1955,稲村ヶ崎温泉,12,14,対象：男女,88,23,82,28,ng,ng,ng,ok,ng,ng,ng,ng,ng,ok,ng,ng
1956,花岡浴場,2,1,対象：男女,93,19,?,?,ng,ng,ng,ng,ok,ng,-,-,-,-,-,-
1957,江の島アイランドスパ Enoshima Island Spa,32,14,対象：男女,95,20,100,20,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng,ng
1959,大磯プリンスホテル THERMAL SPA S.WAVE,344,102,対象：男女,88,21,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
1961,養老温泉 ゆせんの里 ホテルなでしこ,7,6,対象：男女,90,15,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,ng
1962,スパリゾートオアシス御殿場,51,59,対象：男女,88,15,83,16,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1964,御胎内温泉健康センター,2,6,対象：男女,88,17.7,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1967,バーデンパークSOGI,0,1,対象：男女,93,25,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1970,ニコニコ温泉,1,2,対象：男女,90,18,?,?,ng,ng,ng,ok,ok,ok,-,-,-,-,-,-
1973,よふど温泉,1,0,対象：男女,78,18,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
1974,おろち湯ったり館,6,3,対象：男女,88,18,92,18,ng,ng,ng,ok,ok,ng,ng,ng,ng,ok,ok,ng
1975,いちのみや温泉楽だの湯,2,5,対象：男女,90,17,?,?,ng,ng,ng,ok,ng,-,-,-,-,-,-,-
1976,福知山温泉 養老の湯,1,1,対象：男女,92,17,?,?,ng,ng,ng,ok,ok,ng,-,-,-,-,-,-
